"Distribution x_1","Distribution x_2","DGP","Model","Effect Size Scenario","Transition","Model Type","Coefficient (true)","Coefficient (mean)","Coefficient (lower)","Coefficient (upper)","Bias (mean)","Bias (lower)","Bias (upper)","Coverage (mean)","Coverage (lower)","Coverage (upper)"
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","$x_1$-only Model",0.6,0.5386914,0.4860325,0.587045,-0.0613086,-0.1139675,-0.0129550000000001,0.324,0.283124416717629,0.366972078601817
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Onset","Full Model",0.6,0.600058,0.5519,0.64843,5.80000000000218e-05,-0.0481,0.04843,0.962,0.941292709536771,0.976969229193752
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","$x_1$-only Model",0.6,0.5044856,0.38879,0.6085525,-0.0955144,-0.21121,0.00855250000000005,0.61,0.565699562262906,0.652991740031252
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression","Full Model",0.6,0.5980254,0.477685,0.7277575,-0.00197459999999998,-0.122315,0.1277575,0.928,0.901712562663143,0.949065666874867
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","$x_1$-only Model",0,-0.0342034,-0.1590725,0.085505,-0.0342034,-0.1590725,0.085505,0.918,0.890401056889037,0.940514536264412
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Large","Progression Interaction","Full Model",0,-0.0020306,-0.1336525,0.12413,-0.0020306,-0.1336525,0.12413,0.948,0.924733628969378,0.965754301917232
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","$x_1$-only Model",0.4,0.3809288,0.3264775,0.43331,-0.0190712,-0.0735225,0.03331,0.884,0.852634261875208,0.910728044746141
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Onset","Full Model",0.4,0.4012718,0.3530325,0.45104,0.00127179999999998,-0.0469675,0.0510399999999999,0.952,0.92941920374267,0.969006831206495
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","$x_1$-only Model",0.4,0.3647862,0.2763475,0.457545,-0.0352138,-0.1236525,0.0575449999999999,0.9,0.870290914337797,0.924864184933574
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression","Full Model",0.4,0.4019698,0.3000775,0.5028675,0.00196979999999998,-0.0999225,0.1028675,0.932,0.906270353192629,0.952451753367345
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","$x_1$-only Model",0,-0.0161442,-0.120845,0.0925949999999999,-0.0161442,-0.120845,0.0925949999999999,0.942,0.917761779106165,0.960816131202812
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Medium","Progression Interaction","Full Model",0,0.0006936,-0.11524,0.1068575,0.0006936,-0.11524,0.1068575,0.938,0.913147402520899,0.957488938703615
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","$x_1$-only Model",0.2,0.1985214,0.1543475,0.2442,-0.00147860000000001,-0.0456525,0.0442,0.966,0.946119649263923,0.980071399953794
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Onset","Full Model",0.2,0.1993034,0.1514925,0.248735,-0.000696600000000011,-0.0485075,0.048735,0.95,0.927072378349521,0.96738481985067
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","$x_1$-only Model",0.2,0.1945256,0.095065,0.2845,-0.00547440000000001,-0.104935,0.0845,0.954,0.931774572118762,0.970619824607597
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression","Full Model",0.2,0.1979278,0.1024,0.2977975,-0.00207220000000001,-0.0976,0.0977974999999999,0.944,0.92007869939564,0.962469555524978
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","$x_1$-only Model",0,-0.003996,-0.11355,0.107815,-0.003996,-0.11355,0.107815,0.948,0.924733628969378,0.965754301917232
"N(0,1)","N(0,1)","STSS DGP","STSS PAM","Small","Progression Interaction","Full Model",0,-0.001374,-0.1063175,0.1159175,-0.001374,-0.1063175,0.1159175,0.946,0.922402531505063,0.964115740278066
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","$x_1$-only Model",1,0.634168333333333,0.4300475,0.80921,-0.132498333333333,-0.26831,-0.00123750000000007,0.232666666666667,0.211490772617115,0.254894363560309
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Onset","Full Model",1,0.7665444,0.4629425,1.0398,-0.000122266666666682,-0.0518525,0.0512099999999999,0.952666666666667,0.94066751261291,0.962850164173248
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","$x_1$-only Model",1,0.526988266666667,0.3622475,0.670305,-0.2396784,-0.4653,-0.00144250000000005,0.224,0.203124647967889,0.245961543748859
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression","Full Model",1,0.765859666666667,0.436085,1.0791725,-0.000807000000000016,-0.090815,0.0947724999999999,0.953333333333333,0.9414045594734,0.963443309946381
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","$x_1$-only Model",0,-0.107179333333333,-0.25312,0.0393575,-0.107179333333333,-0.25312,0.0393575,0.436,0.410718010236006,0.461533050999361
"N(0,1)","N(0,1)","STSS DGP","STSS PAM",NA,"Progression Interaction","Full Model",0,-0.000683866666666667,-0.109125,0.107705,-0.000683866666666667,-0.109125,0.107705,0.948,0.935523742995106,0.958682293207839
